"","Species","Site","e_index","sd_e_index","mean_bruv_count","sd_bruv_count","matching","matching2","eDNA_Presence_tot","nps_Presence_tot","eDNA_detect","BRUV_detect"
"350","Kyphosus analogus","Emerald_Bay",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"351","Kyphosus analogus","Ford_Pt",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"352","Kyphosus analogus","Forney",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"353","Kyphosus analogus","Little_Harbor",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"354","Kyphosus analogus","R_Beach",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1,0,"eDNA.Detected","missing"
"355","Kyphosus analogus","Sandy_Point",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"356","Kyphosus analogus","Santa_Claus",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"357","Kyphosus analogus","Santa_Monica",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"358","Kyphosus analogus","Soledad",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"359","Kyphosus analogus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"360","Kyphosus analogus","Water_Canyon",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"361","Sardinops sagax","Bechers",0.157407849389477,0.157407849389477,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"362","Sardinops sagax","Ben_Weston",0.0794220458283523,0.0794220458283523,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"363","Sardinops sagax","China_Camp",0.00418277577155744,0.00418277577155744,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"364","Sardinops sagax","Christy",0.0887616906829034,0.0887616906829034,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"365","Sardinops sagax","Coches",0.12807908032886,0.12807908032886,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"366","Sardinops sagax","Cuylers_Harbor",0.617579496387659,0.617579496387659,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"367","Sardinops sagax","Dangermond",0.385388506350386,0.385388506350386,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"368","Sardinops sagax","Emerald_Bay",0.1905971460526,0.1905971460526,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"369","Sardinops sagax","Ford_Pt",0.947396666329343,0.947396666329343,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"370","Sardinops sagax","Forney",0.461621105115651,0.461621105115651,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"371","Sardinops sagax","Little_Harbor",0,0,0,0,"Both.Missed","Matching",5.74797354315644,0,"eDNA.Detected","missing"
"372","Sardinops sagax","R_Beach",0.209340336410292,0.209340336410292,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"373","Sardinops sagax","Sandy_Point",0,0,0,0,"Both.Missed","Matching",5.74797354315644,0,"eDNA.Detected","missing"
"374","Sardinops sagax","Santa_Claus",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"375","Sardinops sagax","Santa_Monica",0.664669505684286,0.664669505684286,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"376","Sardinops sagax","Soledad",0,0,0,0,"Both.Missed","Matching",5.74797354315644,0,"eDNA.Detected","missing"
"377","Sardinops sagax","Southeast_Anchorage",0.698804835333705,0.698804835333705,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"378","Sardinops sagax","Water_Canyon",0.114722503491373,0.114722503491373,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",5.74797354315644,0,"eDNA.Detected","missing"
"379","Engraulis mordax","Bechers",0.119065625320373,0.119065625320373,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"380","Engraulis mordax","Ben_Weston",0.141154619401238,0.141154619401238,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"381","Engraulis mordax","China_Camp",0.0487674284145835,0.0487674284145835,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"382","Engraulis mordax","Christy",0.446910138229269,0.446910138229269,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"383","Engraulis mordax","Coches",0.591087283541153,0.591087283541153,9,8.48528137423857,"Both.Detected","Matching",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"384","Engraulis mordax","Cuylers_Harbor",0.380179529226265,0.380179529226265,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"385","Engraulis mordax","Dangermond",0.107422935724698,0.107422935724698,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"386","Engraulis mordax","Emerald_Bay",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"387","Engraulis mordax","Ford_Pt",0.303833118962705,0.303833118962705,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"388","Engraulis mordax","Forney",0.936897117735952,0.936897117735952,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"389","Engraulis mordax","Little_Harbor",0.133966436398456,0.133966436398456,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"390","Engraulis mordax","R_Beach",0.586063708369453,0.586063708369453,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"391","Engraulis mordax","Sandy_Point",0,0,0,0,"Both.Missed","Matching",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"392","Engraulis mordax","Santa_Claus",0.459696133798542,0.459696133798542,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"393","Engraulis mordax","Santa_Monica",0,0,0,0,"Both.Missed","Matching",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"394","Engraulis mordax","Soledad",0.278945405426048,0.278945405426048,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"395","Engraulis mordax","Southeast_Anchorage",0.494144609408511,0.494144609408511,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"396","Engraulis mordax","Water_Canyon",0.0649245318183943,0.0649245318183943,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",6.09305862177564,9,"eDNA.Detected","BRUV.Detected"
"397","Typhlogobius californiensis","Bechers",0.0823786839462675,0.0823786839462675,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"398","Typhlogobius californiensis","Ben_Weston",0,0,0,0,"Both.Missed","Matching",4.27451742811574,0,"eDNA.Detected","missing"
"399","Typhlogobius californiensis","China_Camp",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"400","Typhlogobius californiensis","Christy",0.117195857140191,0.117195857140191,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"401","Typhlogobius californiensis","Coches",0.460330296471646,0.460330296471646,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"402","Typhlogobius californiensis","Cuylers_Harbor",0.352112624000391,0.352112624000391,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"403","Typhlogobius californiensis","Dangermond",0,0,0,0,"Both.Missed","Matching",4.27451742811574,0,"eDNA.Detected","missing"
"404","Typhlogobius californiensis","Emerald_Bay",0.465051913109933,0.465051913109933,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"405","Typhlogobius californiensis","Ford_Pt",0.0287201171991961,0.0287201171991961,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"406","Typhlogobius californiensis","Forney",0.122546089713855,0.122546089713855,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"407","Typhlogobius californiensis","Little_Harbor",0.639407038062656,0.639407038062656,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"408","Typhlogobius californiensis","R_Beach",0.175899779141347,0.175899779141347,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"409","Typhlogobius californiensis","Sandy_Point",0,0,0,0,"Both.Missed","Matching",4.27451742811574,0,"eDNA.Detected","missing"
"410","Typhlogobius californiensis","Santa_Claus",0,0,0,0,"Both.Missed","Matching",4.27451742811574,0,"eDNA.Detected","missing"
"411","Typhlogobius californiensis","Santa_Monica",0,0,0,0,"Both.Missed","Matching",4.27451742811574,0,"eDNA.Detected","missing"
"412","Typhlogobius californiensis","Soledad",0.659905335294964,0.659905335294964,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"413","Typhlogobius californiensis","Southeast_Anchorage",0.170969694035295,0.170969694035295,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",4.27451742811574,0,"eDNA.Detected","missing"
"414","Typhlogobius californiensis","Water_Canyon",0,0,0,0,"Both.Missed","Matching",4.27451742811574,0,"eDNA.Detected","missing"
"415","Anisotremus davidsonii","Bechers",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"416","Anisotremus davidsonii","Ben_Weston",0.0736040057071247,0.0736040057071247,3,2.82842712474619,"Both.Detected","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"417","Anisotremus davidsonii","China_Camp",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"418","Anisotremus davidsonii","Christy",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"419","Anisotremus davidsonii","Coches",0.185560226115766,0.185560226115766,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"420","Anisotremus davidsonii","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"421","Anisotremus davidsonii","Dangermond",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"422","Anisotremus davidsonii","Emerald_Bay",0.130323198143189,0.130323198143189,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"423","Anisotremus davidsonii","Ford_Pt",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"424","Anisotremus davidsonii","Forney",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"425","Anisotremus davidsonii","Little_Harbor",1,1,2.66666666666667,0.577350269189626,"Both.Detected","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"426","Anisotremus davidsonii","R_Beach",0.0564814527459229,0.0564814527459229,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"427","Anisotremus davidsonii","Sandy_Point",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"428","Anisotremus davidsonii","Santa_Claus",0.133442267913541,0.133442267913541,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"429","Anisotremus davidsonii","Santa_Monica",0.012988210133205,0.012988210133205,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"430","Anisotremus davidsonii","Soledad",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"431","Anisotremus davidsonii","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"432","Anisotremus davidsonii","Water_Canyon",0,0,0,0,"Both.Missed","Matching",1.59239936075875,5.66666666666667,"eDNA.Detected","BRUV.Detected"
"433","Xenistius californiensis","Bechers",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"434","Xenistius californiensis","Ben_Weston",0.399040486626046,0.399040486626046,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"435","Xenistius californiensis","China_Camp",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"436","Xenistius californiensis","Christy",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"437","Xenistius californiensis","Coches",0.0808504787780451,0.0808504787780451,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"438","Xenistius californiensis","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"439","Xenistius californiensis","Dangermond",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"440","Xenistius californiensis","Emerald_Bay",0.112236536050251,0.112236536050251,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"441","Xenistius californiensis","Ford_Pt",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"442","Xenistius californiensis","Forney",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"443","Xenistius californiensis","Little_Harbor",1,1,32,0,"Both.Detected","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"444","Xenistius californiensis","R_Beach",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"445","Xenistius californiensis","Sandy_Point",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"446","Xenistius californiensis","Santa_Claus",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"447","Xenistius californiensis","Santa_Monica",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"448","Xenistius californiensis","Soledad",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"449","Xenistius californiensis","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"450","Xenistius californiensis","Water_Canyon",0,0,0,0,"Both.Missed","Matching",1.59212750145434,32,"eDNA.Detected","BRUV.Detected"
"451","Mugil cephalus","Bechers",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"452","Mugil cephalus","Ben_Weston",0.129217542794077,0.129217542794077,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.30237461789695,0,"eDNA.Detected","missing"
"453","Mugil cephalus","China_Camp",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"454","Mugil cephalus","Christy",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"455","Mugil cephalus","Coches",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"456","Mugil cephalus","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"457","Mugil cephalus","Dangermond",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"458","Mugil cephalus","Emerald_Bay",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.30237461789695,0,"eDNA.Detected","missing"
"459","Mugil cephalus","Ford_Pt",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"460","Mugil cephalus","Forney",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"461","Mugil cephalus","Little_Harbor",0.608223255878531,0.608223255878531,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.30237461789695,0,"eDNA.Detected","missing"
"462","Mugil cephalus","R_Beach",0.258126594323601,0.258126594323601,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.30237461789695,0,"eDNA.Detected","missing"
"463","Mugil cephalus","Sandy_Point",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"464","Mugil cephalus","Santa_Claus",0.306807224900744,0.306807224900744,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",2.30237461789695,0,"eDNA.Detected","missing"
"465","Mugil cephalus","Santa_Monica",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"466","Mugil cephalus","Soledad",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"467","Mugil cephalus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"468","Mugil cephalus","Water_Canyon",0,0,0,0,"Both.Missed","Matching",2.30237461789695,0,"eDNA.Detected","missing"
"469","Chilara taylori","Bechers",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"470","Chilara taylori","Ben_Weston",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"471","Chilara taylori","China_Camp",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"472","Chilara taylori","Christy",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"473","Chilara taylori","Coches",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"474","Chilara taylori","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"475","Chilara taylori","Dangermond",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"476","Chilara taylori","Emerald_Bay",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1,0,"eDNA.Detected","missing"
"477","Chilara taylori","Ford_Pt",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"478","Chilara taylori","Forney",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"479","Chilara taylori","Little_Harbor",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"480","Chilara taylori","R_Beach",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"481","Chilara taylori","Sandy_Point",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"482","Chilara taylori","Santa_Claus",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"483","Chilara taylori","Santa_Monica",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"484","Chilara taylori","Soledad",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"485","Chilara taylori","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"486","Chilara taylori","Water_Canyon",0,0,0,0,"Both.Missed","Matching",1,0,"eDNA.Detected","missing"
"487","Paralabrax clathratus","Bechers",0,0,0,0,"Both.Missed","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"488","Paralabrax clathratus","Ben_Weston",0.0586921012247786,0.0586921012247786,1,0,"Both.Detected","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"489","Paralabrax clathratus","China_Camp",0,0,0,0,"Both.Missed","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"490","Paralabrax clathratus","Christy",0.0497871581775003,0.0497871581775003,1,0,"Both.Detected","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"491","Paralabrax clathratus","Coches",0.266696016461039,0.266696016461039,2,0,"Both.Detected","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"492","Paralabrax clathratus","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"493","Paralabrax clathratus","Dangermond",0,0,0,0,"Both.Missed","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"494","Paralabrax clathratus","Emerald_Bay",0.384861920276216,0.384861920276216,4.5,3.53553390593274,"Both.Detected","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"495","Paralabrax clathratus","Ford_Pt",1,1,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"496","Paralabrax clathratus","Forney",0.606058474714809,0.606058474714809,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"497","Paralabrax clathratus","Little_Harbor",0.32560236576568,0.32560236576568,4.5,0.707106781186548,"Both.Detected","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"498","Paralabrax clathratus","R_Beach",0.205412627768598,0.205412627768598,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"499","Paralabrax clathratus","Sandy_Point",0.794828020349342,0.794828020349342,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"500","Paralabrax clathratus","Santa_Claus",0.00851336743661682,0.00851336743661682,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"501","Paralabrax clathratus","Santa_Monica",0,0,0,0,"Both.Missed","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"502","Paralabrax clathratus","Soledad",0.00932632582393057,0.00932632582393057,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"503","Paralabrax clathratus","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"504","Paralabrax clathratus","Water_Canyon",0.218918226352393,0.218918226352393,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.9286966043509,13,"eDNA.Detected","BRUV.Detected"
"505","Paralabrax nebulifer","Bechers",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"506","Paralabrax nebulifer","Ben_Weston",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"507","Paralabrax nebulifer","China_Camp",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"508","Paralabrax nebulifer","Christy",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"509","Paralabrax nebulifer","Coches",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"510","Paralabrax nebulifer","Cuylers_Harbor",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"511","Paralabrax nebulifer","Dangermond",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"512","Paralabrax nebulifer","Emerald_Bay",1,1,1,0,"Both.Detected","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"513","Paralabrax nebulifer","Ford_Pt",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"514","Paralabrax nebulifer","Forney",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"515","Paralabrax nebulifer","Little_Harbor",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"516","Paralabrax nebulifer","R_Beach",0.263227401480692,0.263227401480692,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"517","Paralabrax nebulifer","Sandy_Point",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"518","Paralabrax nebulifer","Santa_Claus",0.465804767750599,0.465804767750599,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"519","Paralabrax nebulifer","Santa_Monica",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"520","Paralabrax nebulifer","Soledad",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"521","Paralabrax nebulifer","Southeast_Anchorage",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"522","Paralabrax nebulifer","Water_Canyon",0,0,0,0,"Both.Missed","Matching",1.72903216923129,1,"eDNA.Detected","BRUV.Detected"
"523","Citharichthys sordidus","Bechers",0.323190907651379,0.323190907651379,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.74618167551125,0,"eDNA.Detected","missing"
"524","Citharichthys sordidus","Ben_Weston",0,0,0,0,"Both.Missed","Matching",3.74618167551125,0,"eDNA.Detected","missing"
"525","Citharichthys sordidus","China_Camp",0,0,0,0,"Both.Missed","Matching",3.74618167551125,0,"eDNA.Detected","missing"
"526","Citharichthys sordidus","Christy",0,0,0,0,"Both.Missed","Matching",3.74618167551125,0,"eDNA.Detected","missing"
"527","Citharichthys sordidus","Coches",0.0991520502077394,0.0991520502077394,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.74618167551125,0,"eDNA.Detected","missing"
"528","Citharichthys sordidus","Cuylers_Harbor",0.953684110478885,0.953684110478885,0,0,"eDNA.Detected.Only","eDNA.Detected.Only",3.74618167551125,0,"eDNA.Detected","missing"
"529","Citharichthys sordidus","Dangermond",0,0,0,0,"Both.Missed","Matching",3.74618167551125,0,"eDNA.Detected","missing"
"530","Citharichthys sordidus","Emerald_Bay",0,0,0,0,"Both.Missed","Matching",3.74618167551125,0,"eDNA.Detected","missing"
